Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Rainy,Rural Road,Evening,2,185,3,0,Moderate,Wet,Car,46,62,No Light,0
Rainy,Highway,Morning,0,50,3,0,Moderate,Dry,Car,47,61,No Light,0
Clear,Highway,Night,1,80,5,0,Low,Wet,Truck,48,42,Artificial Light,0
Clear,Highway,Night,1,198,3,0,Moderate,Dry,Car,43,63,Artificial Light,0
Clear,Highway,Morning,0,60,4,0,Low,Dry,Motorcycle,39,27,Artificial Light,0
Snowy,Highway,Afternoon,2,80,3,0,Moderate,Icy,Car,21,18,Artificial Light,1
Clear,City Road,Evening,1,60,4,0,Low,Icy,Motorcycle,18,45,Daylight,0
Clear,Highway,Evening,0,50,14,0,Moderate,Under Construction,Bus,22,13,Artificial Light,0
Clear,Highway,Afternoon,2,80,1,1,Low,Dry,Car,47,26,Artificial Light,0
Rainy,City Road,Afternoon,0,80,3,0,Low,Dry,Motorcycle,67,47,Artificial Light,0
Rainy,City Road,Afternoon,2,100,2,0,Low,Dry,Truck,22,60,No Light,0
Clear,Rural Road,Morning,1,60,4,0,Low,Wet,Truck,40,17,Artificial Light,0
Rainy,Highway,Evening,2,50,1,0,Low,Icy,Car,50,33,Daylight,1
Clear,City Road,Afternoon,2,80,1,0,Moderate,Wet,Car,56,19,Artificial Light,0
Rainy,Highway,Afternoon,2,50,3,0,Moderate,Icy,Car,40,30,No Light,0
Clear,Highway,Morning,1,30,2,1,Low,Icy,Car,32,23,Artificial Light,1
Clear,City Road,Afternoon,2,60,5,0,Moderate,Wet,Car,27,18,Artificial Light,1
Foggy,Rural Road,Afternoon,0,120,3,0,Low,Dry,Car,55,33,Artificial Light,0
Foggy,Highway,Morning,0,30,5,0,Moderate,Wet,Car,28,35,Artificial Light,0
Snowy,Highway,Evening,2,120,5,0,Low,Wet,Car,31,24,Daylight,0
Rainy,Highway,Morning,1,100,3,0,High,Icy,Car,20,24,Artificial Light,0
Foggy,Mountain Road,Morning,1,80,1,0,Moderate,Dry,Car,61,20,Daylight,1
Rainy,City Road,Afternoon,0,100,1,0,Low,Wet,Truck,31,43,No Light,1
Clear,Highway,Afternoon,2,80,2,0,Low,Icy,Car,30,36,Artificial Light,0
Foggy,Highway,Evening,2,80,5,0,Low,Dry,Truck,21,33,Daylight,0
Foggy,Highway,Afternoon,2,50,1,0,Low,Dry,Car,40,16,Daylight,0
Foggy,City Road,Afternoon,1,50,3,1,Moderate,Dry,Car,66,50,Artificial Light,0
Clear,Highway,Afternoon,1,60,5,0,High,Dry,Car,24,36,Artificial Light,0
Rainy,Highway,Afternoon,0,100,5,1,Moderate,Icy,Car,31,34,Artificial Light,0
Clear,Highway,Afternoon,2,100,3,0,Low,Dry,Car,24,32,No Light,1
Rainy,Rural Road,Morning,0,80,2,1,Low,Dry,Car,24,52,Daylight,0
Rainy,City Road,Morning,0,60,2,0,Low,Dry,Motorcycle,42,17,Artificial Light,0
Clear,City Road,Afternoon,1,80,5,0,Low,Icy,Car,23,19,Daylight,0
Rainy,City Road,Morning,2,50,5,0,Low,Under Construction,Car,42,35,Artificial Light,1
Foggy,Highway,Afternoon,0,60,5,0,Moderate,Under Construction,Car,47,19,Daylight,0
Clear,Highway,Afternoon,1,60,5,0,Low,Dry,Car,53,51,Artificial Light,0
Clear,City Road,Morning,1,30,1,0,Low,Under Construction,Bus,28,36,Artificial Light,0
Clear,City Road,Afternoon,0,50,4,0,Low,Dry,Car,19,43,Artificial Light,0
Clear,Highway,Afternoon,0,60,2,0,Low,Dry,Car,27,17,Artificial Light,1
Clear,Highway,Afternoon,1,50,1,0,Moderate,Wet,Car,30,52,Artificial Light,1
Clear,City Road,Afternoon,0,80,2,0,High,Under Construction,Car,51,30,Daylight,0
Clear,Rural Road,Morning,1,60,1,0,Low,Dry,Car,52,51,Artificial Light,0
Rainy,Rural Road,Morning,2,50,3,0,Low,Dry,Truck,48,39,Daylight,1
Rainy,Highway,Morning,1,60,5,0,Low,Wet,Car,35,63,Daylight,0
Clear,Highway,Night,2,100,3,0,Moderate,Icy,Motorcycle,35,30,Artificial Light,0
Stormy,Rural Road,Morning,1,60,5,0,High,Under Construction,Car,23,49,Artificial Light,0
Rainy,Rural Road,Afternoon,1,60,3,0,Low,Dry,Truck,27,10,Daylight,0
Rainy,Highway,Afternoon,2,100,4,0,Low,Wet,Car,23,23,Artificial Light,1
Clear,City Road,Evening,1,60,4,0,Moderate,Under Construction,Motorcycle,48,47,Daylight,0
Clear,Highway,Night,2,100,3,0,Low,Dry,Truck,27,16,No Light,0
Snowy,City Road,Afternoon,2,60,1,0,Low,Icy,Car,52,32,Artificial Light,0
Rainy,Highway,Evening,0,80,1,1,Moderate,Dry,Car,41,27,Daylight,0
Rainy,Highway,Night,0,80,3,1,Low,Dry,Bus,46,44,Artificial Light,0
Rainy,City Road,Afternoon,2,30,4,0,High,Dry,Car,55,43,Daylight,1
Rainy,City Road,Evening,2,50,1,0,Low,Dry,Truck,27,46,Daylight,0
Rainy,City Road,Morning,1,80,5,0,Low,Dry,Car,39,56,Daylight,1
Rainy,City Road,Morning,2,50,3,0,Moderate,Wet,Car,24,33,No Light,1
Clear,Highway,Morning,2,80,5,0,Low,Dry,Car,69,69,Artificial Light,0
Stormy,City Road,Evening,1,60,5,0,Low,Icy,Car,33,47,Artificial Light,1
Clear,Mountain Road,Morning,2,60,3,0,Moderate,Under Construction,Motorcycle,58,16,Daylight,0
Rainy,Highway,Evening,2,50,3,0,Low,Icy,Car,53,61,Daylight,0
Rainy,City Road,Afternoon,0,80,3,0,Moderate,Icy,Car,46,24,Daylight,1
Clear,Highway,Afternoon,2,50,10,0,Low,Dry,Car,24,21,Artificial Light,1
Rainy,Highway,Night,1,50,3,1,Moderate,Wet,Car,69,40,Artificial Light,0
Clear,Highway,Evening,2,60,5,0,Moderate,Dry,Motorcycle,67,61,Artificial Light,0
Rainy,Highway,Afternoon,1,60,4,0,Low,Dry,Car,56,61,Artificial Light,0
Snowy,Rural Road,Evening,2,30,2,0,Low,Dry,Car,36,60,Artificial Light,1
Clear,Highway,Evening,1,60,3,0,Moderate,Under Construction,Car,42,46,Artificial Light,0
Snowy,Rural Road,Evening,2,60,2,0,Moderate,Dry,Car,44,27,Daylight,0
Clear,Highway,Evening,1,60,5,0,Low,Wet,Car,55,43,Daylight,1
Clear,City Road,Evening,2,60,1,1,Low,Icy,Motorcycle,48,43,Artificial Light,0
Rainy,City Road,Night,2,30,3,1,Low,Dry,Car,29,26,Daylight,0
Rainy,Mountain Road,Morning,2,60,4,1,Moderate,Dry,Car,28,55,Daylight,1
Clear,Highway,Evening,1,80,5,0,Low,Under Construction,Car,19,56,Artificial Light,0
Foggy,Highway,Afternoon,2,80,3,0,Low,Under Construction,Truck,27,41,Artificial Light,1
Rainy,Highway,Afternoon,1,100,4,0,Low,Dry,Car,65,60,Artificial Light,0
Clear,Mountain Road,Morning,0,80,3,0,High,Dry,Car,50,47,Artificial Light,0
Foggy,City Road,Morning,0,60,3,0,Low,Dry,Car,19,37,Daylight,1
Rainy,Rural Road,Morning,2,100,5,0,Low,Icy,Car,51,41,Artificial Light,1
Clear,City Road,Night,0,100,5,0,Moderate,Dry,Car,36,45,Artificial Light,0
Snowy,City Road,Morning,2,50,4,1,Low,Dry,Car,32,53,Artificial Light,1
Rainy,Rural Road,Morning,0,100,4,0,Moderate,Dry,Car,46,47,Daylight,0
Foggy,City Road,Evening,0,50,2,0,Low,Wet,Car,50,56,No Light,0
Foggy,Highway,Afternoon,2,100,3,0,Low,Under Construction,Car,45,53,Artificial Light,0
Clear,Highway,Morning,1,50,5,1,Low,Wet,Car,21,46,Daylight,0
Clear,Rural Road,Afternoon,2,100,3,0,High,Icy,Car,44,27,Daylight,0
Rainy,Rural Road,Night,2,100,1,1,Moderate,Wet,Truck,46,64,Artificial Light,0
Clear,Highway,Afternoon,1,100,11,0,Moderate,Dry,Car,38,27,Daylight,0
Rainy,Highway,Night,1,100,3,0,High,Dry,Truck,23,36,Artificial Light,0
Clear,Rural Road,Afternoon,0,60,4,0,Low,Icy,Truck,48,55,Artificial Light,1
Stormy,City Road,Afternoon,1,50,4,0,Low,Wet,Car,62,36,Daylight,0
Foggy,Highway,Morning,1,80,4,0,Low,Wet,Motorcycle,46,50,Artificial Light,0
Rainy,Rural Road,Night,1,60,1,0,Moderate,Dry,Car,59,41,Artificial Light,1
Snowy,Highway,Afternoon,1,60,3,0,Low,Dry,Car,33,34,Daylight,0
Foggy,City Road,Afternoon,0,120,5,0,Low,Under Construction,Car,47,37,Daylight,1
Foggy,City Road,Afternoon,0,30,2,0,Low,Dry,Motorcycle,20,59,Artificial Light,1
Clear,Highway,Afternoon,2,100,1,0,Low,Under Construction,Car,58,25,Daylight,1
Rainy,Highway,Afternoon,1,50,3,0,Low,Dry,Motorcycle,52,21,Daylight,0
Clear,Highway,Night,2,60,2,0,Low,Dry,Car,28,44,Artificial Light,1
Rainy,Highway,Afternoon,2,120,2,0,Moderate,Dry,Truck,65,26,Daylight,0
Clear,City Road,Morning,1,30,2,0,Low,Wet,Car,62,26,Artificial Light,1
Clear,Highway,Evening,1,80,1,1,Moderate,Wet,Car,56,62,Daylight,0
Foggy,Highway,Evening,0,60,2,0,High,Under Construction,Motorcycle,23,37,Artificial Light,1
Rainy,Highway,Evening,0,60,1,0,Low,Dry,Car,22,61,Artificial Light,1
Rainy,Highway,Night,0,50,2,0,Moderate,Wet,Car,47,39,Artificial Light,0
Rainy,City Road,Morning,0,50,2,1,Low,Wet,Car,45,63,Artificial Light,1
Rainy,Rural Road,Morning,0,178,5,0,Low,Icy,Car,48,39,Artificial Light,0
Snowy,Highway,Morning,0,60,3,1,Low,Under Construction,Car,24,40,Artificial Light,0
Rainy,City Road,Night,0,60,4,0,Low,Wet,Car,41,19,Artificial Light,0
Clear,Highway,Morning,2,60,4,0,Moderate,Dry,Car,69,40,Artificial Light,1
Clear,Highway,Afternoon,0,50,3,0,Moderate,Dry,Car,26,29,No Light,0
Clear,Highway,Morning,0,80,4,0,Low,Under Construction,Car,32,62,Artificial Light,0
Rainy,Highway,Evening,2,30,4,0,Moderate,Dry,Motorcycle,23,56,Artificial Light,0
Clear,Highway,Morning,2,50,5,0,Low,Dry,Motorcycle,39,22,Artificial Light,0
Rainy,City Road,Morning,2,60,1,1,Moderate,Icy,Car,40,30,Artificial Light,1
Rainy,Highway,Afternoon,1,30,3,0,Low,Icy,Car,64,18,Artificial Light,0
Rainy,Highway,Afternoon,1,80,5,1,Low,Icy,Car,41,35,No Light,0
Rainy,Rural Road,Afternoon,1,60,5,0,Moderate,Dry,Truck,18,53,Daylight,0
Foggy,Highway,Morning,0,120,3,0,Low,Icy,Car,22,54,Artificial Light,0
Rainy,Highway,Evening,0,100,1,0,Moderate,Dry,Car,28,47,Artificial Light,0
Rainy,Highway,Afternoon,2,50,4,0,Moderate,Wet,Car,36,33,Artificial Light,1
Rainy,City Road,Afternoon,1,120,4,0,High,Dry,Car,67,30,No Light,1
Rainy,Rural Road,Morning,1,100,5,0,Low,Icy,Truck,23,53,Daylight,1
Clear,Highway,Evening,0,80,5,1,Low,Dry,Car,54,22,No Light,0
Rainy,City Road,Night,0,50,2,0,Moderate,Icy,Car,54,17,Artificial Light,0
Rainy,Highway,Afternoon,0,100,4,0,Low,Dry,Truck,46,34,Artificial Light,0
Clear,City Road,Afternoon,1,60,5,0,Low,Icy,Car,40,54,Artificial Light,1
Rainy,City Road,Afternoon,2,60,5,1,Moderate,Icy,Truck,51,41,Artificial Light,0
Rainy,City Road,Afternoon,0,60,5,0,Low,Dry,Car,53,46,Daylight,0
Clear,City Road,Evening,0,100,4,0,Moderate,Icy,Car,55,36,No Light,0
Clear,City Road,Morning,2,50,3,1,Low,Dry,Car,69,55,Daylight,0
Stormy,City Road,Afternoon,0,50,3,0,Low,Under Construction,Car,59,66,Artificial Light,0
Rainy,Highway,Morning,1,198,4,0,Low,Under Construction,Motorcycle,56,49,Daylight,0
Rainy,Highway,Night,2,50,1,0,Moderate,Wet,Truck,43,30,Artificial Light,0
Clear,Highway,Morning,1,208,4,1,Low,Wet,Car,21,51,Artificial Light,0
Rainy,Highway,Evening,1,60,3,0,Low,Dry,Car,43,39,No Light,1
Clear,City Road,Morning,0,60,3,0,Low,Dry,Motorcycle,32,19,Artificial Light,0
Clear,Highway,Afternoon,1,50,11,0,Low,Dry,Motorcycle,53,30,Artificial Light,0
Rainy,Mountain Road,Afternoon,2,60,1,0,Moderate,Wet,Car,37,38,Daylight,0
Snowy,Highway,Evening,1,80,3,0,Low,Icy,Car,27,18,Artificial Light,0
Clear,City Road,Morning,0,60,5,0,Moderate,Dry,Car,19,57,No Light,1
Snowy,City Road,Morning,2,60,1,0,Low,Dry,Car,18,44,Daylight,1
Clear,Highway,Evening,1,60,5,0,Moderate,Under Construction,Truck,64,20,Artificial Light,1
Clear,Highway,Afternoon,2,60,5,0,Moderate,Dry,Car,33,58,Artificial Light,1
Clear,Highway,Night,2,60,4,0,Moderate,Dry,Car,24,58,Daylight,0
Rainy,City Road,Night,1,120,2,0,Low,Dry,Car,66,14,Artificial Light,0
Rainy,City Road,Afternoon,1,50,4,0,Low,Dry,Car,60,41,Artificial Light,0
Clear,City Road,Morning,0,30,3,0,Low,Dry,Truck,30,54,Artificial Light,0
Clear,City Road,Morning,0,60,5,0,Low,Dry,Truck,33,33,Daylight,1
Snowy,City Road,Night,2,120,1,0,Low,Wet,Car,35,39,Artificial Light,0
Clear,Highway,Afternoon,1,100,2,0,Low,Icy,Motorcycle,32,63,Daylight,0
Clear,City Road,Afternoon,0,50,1,0,Low,Icy,Car,62,35,No Light,0
Clear,Highway,Morning,1,60,4,0,Moderate,Wet,Car,48,18,Artificial Light,0
Rainy,City Road,Afternoon,2,60,3,1,High,Dry,Car,20,45,No Light,1
Clear,Highway,Night,1,50,3,0,Low,Under Construction,Car,61,44,No Light,0
Rainy,Highway,Morning,0,30,1,0,High,Dry,Car,58,34,Daylight,0
Rainy,City Road,Morning,2,50,4,0,Low,Dry,Car,21,60,Artificial Light,0
Rainy,Highway,Night,1,80,3,0,High,Wet,Truck,40,54,No Light,0
Clear,City Road,Evening,0,100,2,0,Low,Under Construction,Car,56,61,Daylight,0
Snowy,Highway,Afternoon,1,50,3,0,Low,Dry,Car,24,46,Artificial Light,0
Clear,Highway,Afternoon,1,60,4,0,Low,Dry,Car,25,42,Artificial Light,0
Foggy,City Road,Morning,1,120,2,0,Low,Icy,Car,36,37,Artificial Light,1
Clear,City Road,Morning,2,50,1,1,Moderate,Wet,Motorcycle,55,33,Daylight,1
Clear,City Road,Evening,1,100,5,0,Moderate,Dry,Truck,47,17,Artificial Light,0
Snowy,Highway,Afternoon,0,50,2,0,Moderate,Under Construction,Car,58,44,Daylight,1
Clear,Highway,Afternoon,1,30,3,1,High,Icy,Car,36,43,Daylight,1
Clear,Highway,Morning,0,213,1,1,Low,Dry,Car,66,59,Artificial Light,0
Foggy,City Road,Evening,0,80,1,0,Low,Dry,Car,21,62,Artificial Light,0
Foggy,Rural Road,Afternoon,0,30,1,0,Low,Wet,Car,53,22,Artificial Light,1
Clear,Rural Road,Evening,0,30,5,0,Low,Dry,Car,33,39,Artificial Light,1
Rainy,Highway,Afternoon,1,50,2,0,Low,Dry,Car,38,59,Artificial Light,0
Clear,City Road,Evening,2,60,5,0,Low,Dry,Car,45,53,Daylight,0
Clear,Highway,Afternoon,1,80,11,0,High,Dry,Car,38,53,Artificial Light,0
Clear,Rural Road,Evening,1,80,5,0,Low,Dry,Car,28,24,Daylight,0
Snowy,City Road,Evening,0,60,4,0,Low,Icy,Car,23,42,Daylight,0
Clear,City Road,Morning,1,60,5,0,Low,Dry,Car,62,64,Artificial Light,0
Snowy,Highway,Evening,1,100,5,0,Low,Wet,Car,50,21,Daylight,0
Stormy,Highway,Afternoon,0,80,2,0,Low,Icy,Car,52,28,No Light,0
Stormy,Rural Road,Night,1,60,1,0,Low,Under Construction,Car,59,25,Artificial Light,0
Clear,Highway,Morning,0,100,2,1,Moderate,Wet,Car,21,52,Daylight,0
Rainy,City Road,Afternoon,2,100,3,0,Low,Icy,Truck,33,37,Artificial Light,0
Clear,Highway,Evening,1,50,1,0,Low,Dry,Car,33,40,No Light,0
Rainy,Highway,Evening,2,80,4,1,Low,Icy,Car,24,20,Daylight,1
Foggy,Highway,Afternoon,1,60,2,0,Low,Wet,Car,44,23,Daylight,0
Clear,City Road,Afternoon,0,100,4,0,Low,Icy,Car,24,18,Artificial Light,1
Clear,Highway,Night,0,60,2,0,Low,Under Construction,Car,33,39,Daylight,0
Rainy,Rural Road,Morning,2,60,4,0,Low,Dry,Car,60,54,Daylight,1
Clear,Highway,Evening,2,30,5,0,High,Dry,Car,22,23,Artificial Light,1
Clear,City Road,Afternoon,2,50,5,1,Low,Dry,Car,67,24,Artificial Light,1
Clear,Highway,Morning,1,50,1,1,Low,Wet,Car,19,12,Daylight,1
Foggy,Highway,Morning,1,30,1,0,Moderate,Under Construction,Car,49,65,Artificial Light,1
Snowy,Rural Road,Afternoon,2,60,5,1,High,Under Construction,Car,41,17,Daylight,1
Rainy,City Road,Evening,2,60,5,0,Low,Dry,Bus,30,34,Artificial Light,0
Clear,Highway,Afternoon,1,60,1,0,Low,Under Construction,Car,49,24,No Light,0
Clear,Highway,Night,1,60,4,0,Moderate,Icy,Car,26,37,Artificial Light,0
Snowy,Highway,Morning,2,30,1,0,Moderate,Dry,Car,69,60,Daylight,1
Stormy,Highway,Evening,0,100,3,0,Low,Wet,Car,27,53,No Light,0
Snowy,Highway,Afternoon,0,60,1,0,High,Dry,Car,24,57,Artificial Light,0
Rainy,Highway,Evening,0,80,5,0,Low,Dry,Truck,67,50,Artificial Light,0
Clear,Highway,Night,2,60,1,0,Low,Dry,Truck,54,35,Artificial Light,1
Foggy,Rural Road,Afternoon,2,100,4,0,Moderate,Dry,Car,69,27,Daylight,0
Clear,City Road,Afternoon,2,30,2,0,Low,Dry,Car,22,12,Artificial Light,0
Snowy,Rural Road,Afternoon,0,80,5,1,Low,Dry,Motorcycle,39,13,Daylight,0
Snowy,City Road,Afternoon,0,100,5,0,Low,Under Construction,Car,31,25,Artificial Light,0
Clear,Highway,Morning,1,80,1,1,Low,Dry,Car,44,53,Daylight,0
Clear,City Road,Morning,2,60,2,0,Low,Wet,Car,32,39,Artificial Light,1
Rainy,City Road,Afternoon,1,80,4,0,Moderate,Under Construction,Car,67,31,Artificial Light,0
Rainy,Highway,Night,1,100,3,1,Low,Dry,Car,23,24,Daylight,0
Clear,Rural Road,Morning,0,50,5,0,Low,Dry,Car,52,44,Artificial Light,0
Foggy,Highway,Afternoon,1,30,1,0,Low,Dry,Car,40,35,Daylight,0
Rainy,Highway,Morning,1,30,5,0,Low,Dry,Car,20,52,Artificial Light,0
Clear,Highway,Night,0,50,2,0,Low,Dry,Motorcycle,24,31,Daylight,0
Clear,City Road,Night,1,100,4,0,Low,Icy,Motorcycle,43,27,Daylight,0
Foggy,City Road,Afternoon,2,100,2,0,Low,Dry,Truck,24,26,Daylight,0
Rainy,Highway,Morning,1,30,3,0,High,Wet,Truck,29,52,Artificial Light,0
Clear,City Road,Morning,2,60,5,0,Low,Under Construction,Car,22,15,No Light,0
Clear,Rural Road,Afternoon,1,80,1,0,Low,Icy,Motorcycle,48,38,Daylight,1
Clear,City Road,Morning,2,30,5,0,Moderate,Icy,Bus,20,54,Artificial Light,0
Foggy,Mountain Road,Evening,1,100,5,0,Moderate,Dry,Car,22,14,Artificial Light,0
Rainy,Highway,Night,1,50,3,0,Low,Under Construction,Motorcycle,29,39,No Light,1
Rainy,City Road,Evening,2,100,3,0,High,Wet,Car,55,30,Artificial Light,0
Clear,City Road,Night,0,50,5,1,Moderate,Icy,Truck,49,31,Artificial Light,1
Stormy,Mountain Road,Evening,2,30,1,0,Moderate,Under Construction,Truck,67,59,Artificial Light,1
Stormy,Mountain Road,Afternoon,0,50,3,0,Moderate,Dry,Car,29,56,Artificial Light,1
Clear,City Road,Morning,1,80,2,1,High,Icy,Truck,24,29,Artificial Light,0
Rainy,City Road,Evening,1,60,3,0,Low,Wet,Car,44,24,Artificial Light,1
Snowy,City Road,Afternoon,1,50,4,0,Moderate,Dry,Car,54,55,Artificial Light,1
Rainy,Highway,Night,2,30,3,0,High,Dry,Car,61,46,No Light,1
Rainy,City Road,Afternoon,0,193,5,1,Low,Under Construction,Car,40,26,Artificial Light,1
Rainy,Highway,Afternoon,2,100,3,0,Moderate,Dry,Car,52,51,Daylight,0
Rainy,Highway,Afternoon,0,60,4,1,Moderate,Dry,Car,23,30,Artificial Light,1
Clear,Highway,Evening,2,60,2,0,Low,Dry,Car,18,44,Daylight,0
Snowy,Rural Road,Morning,1,60,3,0,Low,Wet,Car,40,17,Daylight,0
Snowy,Highway,Night,0,80,1,0,Low,Wet,Car,33,30,Artificial Light,1
Clear,Highway,Afternoon,2,50,5,1,Low,Icy,Car,25,46,Artificial Light,0
Clear,Highway,Morning,1,80,2,0,Low,Dry,Car,44,32,Daylight,0
Snowy,Mountain Road,Evening,2,80,2,0,Low,Under Construction,Car,67,17,Artificial Light,1
Snowy,Rural Road,Evening,2,50,5,1,Low,Dry,Car,47,46,No Light,0
Rainy,Rural Road,Night,1,60,3,0,Low,Wet,Car,24,36,Artificial Light,0
Clear,City Road,Afternoon,1,50,1,0,Moderate,Under Construction,Car,53,35,Daylight,1
Rainy,Highway,Morning,1,80,1,1,Low,Under Construction,Car,69,61,Daylight,1
Snowy,City Road,Evening,2,60,2,0,Moderate,Dry,Car,21,41,Daylight,0
Rainy,Highway,Morning,1,50,3,1,High,Under Construction,Car,65,62,Artificial Light,0
Rainy,Rural Road,Morning,1,80,1,0,Low,Dry,Car,65,52,Daylight,0
Foggy,Highway,Afternoon,1,100,3,1,Low,Dry,Truck,43,23,No Light,1
Foggy,Highway,Afternoon,2,60,1,0,Low,Dry,Car,38,23,Daylight,0
Clear,Highway,Evening,1,50,5,0,Low,Icy,Motorcycle,50,42,Daylight,0
Snowy,Highway,Afternoon,1,100,1,0,Low,Dry,Car,64,56,Daylight,0
Foggy,City Road,Afternoon,1,50,4,0,Low,Icy,Car,52,17,Daylight,1
Rainy,Highway,Morning,1,60,5,0,Low,Wet,Car,52,11,Artificial Light,0
Snowy,Rural Road,Afternoon,2,50,2,0,Moderate,Dry,Car,26,50,Artificial Light,0
Clear,Highway,Morning,0,60,1,0,Low,Wet,Truck,67,54,Daylight,1
Clear,Mountain Road,Night,1,80,2,1,Low,Wet,Car,47,41,Daylight,0
Rainy,Highway,Afternoon,1,30,5,0,Low,Dry,Car,37,29,Daylight,0
Rainy,Rural Road,Morning,0,190,5,1,Low,Dry,Car,48,24,Artificial Light,0
Foggy,Highway,Evening,0,80,4,0,Low,Dry,Truck,41,10,Artificial Light,0
Snowy,Rural Road,Evening,2,50,3,0,High,Icy,Car,58,14,Artificial Light,0
Foggy,City Road,Evening,2,80,1,0,Low,Wet,Motorcycle,59,27,Artificial Light,0
Snowy,Highway,Morning,1,120,4,0,Moderate,Dry,Bus,36,41,Artificial Light,1
Rainy,Highway,Evening,0,50,2,0,High,Dry,Car,67,35,Artificial Light,0
Rainy,City Road,Morning,2,50,4,0,Low,Dry,Car,67,36,Daylight,0
Foggy,Highway,Night,0,80,3,0,Low,Icy,Car,47,64,Artificial Light,1
Foggy,Rural Road,Morning,2,60,4,0,Moderate,Dry,Car,45,15,Artificial Light,1
Rainy,Highway,Evening,2,80,5,0,Moderate,Under Construction,Motorcycle,23,22,Artificial Light,1
Clear,Highway,Evening,1,80,2,0,Low,Dry,Car,24,18,Daylight,0
Rainy,Highway,Afternoon,2,50,1,0,Low,Dry,Car,44,20,Daylight,0
Clear,City Road,Evening,0,50,4,0,Low,Wet,Car,34,51,Artificial Light,1
Clear,Highway,Evening,1,100,2,0,High,Wet,Car,38,19,Artificial Light,0
Rainy,City Road,Morning,1,120,2,0,Low,Dry,Car,52,48,Artificial Light,1
Foggy,City Road,Morning,2,50,1,0,Low,Icy,Truck,61,52,Artificial Light,0
Foggy,City Road,Afternoon,0,50,1,0,Low,Under Construction,Car,51,30,Artificial Light,0
Clear,City Road,Afternoon,1,80,5,0,Moderate,Under Construction,Car,65,23,Daylight,0
Rainy,City Road,Evening,1,50,2,0,Low,Icy,Car,27,44,Artificial Light,0
Rainy,Highway,Morning,0,60,1,0,Moderate,Dry,Car,54,62,Daylight,0
Clear,Rural Road,Evening,0,100,3,0,Low,Icy,Car,67,60,Daylight,0
Rainy,Highway,Night,2,80,2,0,Low,Dry,Motorcycle,68,44,Artificial Light,0
Snowy,Highway,Morning,2,60,3,0,Moderate,Wet,Motorcycle,30,32,Daylight,1
Clear,Rural Road,Morning,2,60,1,1,Low,Under Construction,Car,33,22,Artificial Light,0
Foggy,Highway,Night,1,100,5,0,Low,Dry,Car,35,34,No Light,0
Rainy,Highway,Evening,0,100,14,0,Moderate,Wet,Car,33,38,Daylight,0
Foggy,Rural Road,Afternoon,1,100,5,0,Low,Wet,Truck,58,41,Daylight,0
Rainy,Highway,Afternoon,2,100,3,0,High,Dry,Car,21,34,Daylight,0
Clear,Highway,Morning,0,80,5,0,Low,Wet,Car,59,40,Artificial Light,0
Foggy,Highway,Evening,2,100,5,1,Low,Wet,Car,24,19,Daylight,0
Foggy,Highway,Evening,2,30,4,0,Low,Icy,Car,42,59,Artificial Light,1
Foggy,City Road,Evening,1,120,5,1,Low,Wet,Car,18,23,Daylight,0
Clear,City Road,Afternoon,0,80,3,0,Moderate,Dry,Car,27,30,Artificial Light,0
Foggy,City Road,Evening,0,30,3,0,Low,Icy,Car,69,22,Artificial Light,0
Rainy,Highway,Morning,1,80,3,0,Low,Under Construction,Car,67,23,Artificial Light,1
Clear,Highway,Afternoon,1,100,5,0,Low,Wet,Car,69,18,Daylight,0
Snowy,City Road,Morning,1,30,1,0,Low,Dry,Motorcycle,50,41,Artificial Light,0
Clear,Highway,Evening,2,80,3,0,Low,Wet,Motorcycle,56,65,Artificial Light,1
Foggy,Highway,Night,2,60,1,1,Low,Wet,Car,32,57,Daylight,0
Foggy,City Road,Morning,0,60,11,0,Low,Under Construction,Bus,69,64,Daylight,0
Snowy,Rural Road,Afternoon,1,50,1,0,Low,Dry,Motorcycle,43,59,Artificial Light,0
Rainy,Highway,Evening,0,80,5,1,Moderate,Dry,Car,66,40,Artificial Light,0
Stormy,Highway,Afternoon,0,60,4,0,Low,Wet,Car,56,24,No Light,0
Snowy,Highway,Afternoon,0,80,4,0,Moderate,Icy,Car,60,67,Daylight,0
Foggy,Rural Road,Afternoon,1,100,5,0,Moderate,Dry,Car,52,46,No Light,0
Clear,Highway,Afternoon,2,80,2,0,Low,Dry,Motorcycle,61,36,Artificial Light,0
Clear,Mountain Road,Afternoon,0,50,3,0,Low,Icy,Car,40,59,Daylight,1
Snowy,Highway,Night,1,60,5,0,Low,Dry,Car,62,41,No Light,1
Clear,City Road,Morning,1,100,2,0,Moderate,Dry,Motorcycle,22,49,Artificial Light,0
Rainy,Highway,Morning,2,50,1,0,Low,Dry,Car,42,63,Artificial Light,0
Stormy,Highway,Evening,2,100,5,0,Moderate,Dry,Car,69,29,Daylight,0
Stormy,City Road,Afternoon,1,60,1,0,Low,Dry,Car,55,36,Daylight,1
Snowy,Highway,Evening,2,50,1,0,Moderate,Wet,Car,68,62,Artificial Light,0
Stormy,City Road,Evening,0,60,1,0,High,Dry,Car,63,56,Daylight,1
Foggy,Highway,Evening,2,60,10,1,Low,Dry,Car,44,24,Daylight,1
